TIME,LABEL
1665,NORMAL
1666,NORMAL
1667,NORMAL
1668,NORMAL
1669,NORMAL
1670,NORMAL
1671,NORMAL
1672,NORMAL
1673,NORMAL
1674,NORMAL
1675,NORMAL
1676,NORMAL
1677,NORMAL
1678,NORMAL
1679,NORMAL
1680,NORMAL
1681,NORMAL
1682,NORMAL
1683,NORMAL
1684,NORMAL
1685,NORMAL
1686,NORMAL
1687,NORMAL
1688,NORMAL
1689,NORMAL
1690,NORMAL
1691,NORMAL
1692,NORMAL
1693,NORMAL
1694,NORMAL
1695,NORMAL
1696,NORMAL
1697,NORMAL
1698,NORMAL
1699,NORMAL
1700,NORMAL
1701,NORMAL
1702,NORMAL
1703,NORMAL
1704,NORMAL
1705,NORMAL
1706,NORMAL
1707,NORMAL
1708,NORMAL
1709,NORMAL
1710,NORMAL
1711,NORMAL
1712,NORMAL
1713,NORMAL
1714,NORMAL
1715,NORMAL
1716,NORMAL
1717,NORMAL
1718,NORMAL
1719,NORMAL
1720,NORMAL
1721,NORMAL
1722,NORMAL
1723,NORMAL
1724,NORMAL
1725,NORMAL
1726,NORMAL
1727,NORMAL
1728,NORMAL
1729,NORMAL
1730,NORMAL
1731,NORMAL
1732,NORMAL
1733,NORMAL
1734,NORMAL
1735,NORMAL
1736,NORMAL
1737,NORMAL
1738,NORMAL
1739,NORMAL
1740,NORMAL
1741,NORMAL
1742,NORMAL
1743,NORMAL
1744,NORMAL
1745,NORMAL
1746,NORMAL
1747,NORMAL
1748,NORMAL
1749,NORMAL
1750,NORMAL
1751,NORMAL
1752,NORMAL
1753,NORMAL
1754,NORMAL
1755,NORMAL
1756,NORMAL
1757,NORMAL
1758,NORMAL
1759,NORMAL
1760,NORMAL
1761,NORMAL
1762,NORMAL
1763,NORMAL
1764,NORMAL
1765,NORMAL
1766,NORMAL
1767,NORMAL
1768,NORMAL
1769,NORMAL
1770,NORMAL
1771,NORMAL
1772,NORMAL
1773,NORMAL
1774,NORMAL
1775,NORMAL
1776,NORMAL
1777,NORMAL
1778,NORMAL
1779,NORMAL
1780,NORMAL
1781,NORMAL
1782,NORMAL
1783,NORMAL
1784,NORMAL
1785,NORMAL
1786,NORMAL
1787,NORMAL
1788,NORMAL
1789,NORMAL
1790,NORMAL
1791,NORMAL
1792,NORMAL
1793,NORMAL
1794,ATTACK
1795,ATTACK
1796,ATTACK
1797,ATTACK
1798,ATTACK
1799,ATTACK
1800,ATTACK
1801,ATTACK
1802,ATTACK
1803,ATTACK
1804,ATTACK
1805,ATTACK
1806,ATTACK
1807,ATTACK
1808,ATTACK
1809,ATTACK
1810,ATTACK
1811,ATTACK
1812,ATTACK
1813,ATTACK
1814,ATTACK
1815,ATTACK
1816,ATTACK
1817,ATTACK
1818,ATTACK
1819,ATTACK
1820,ATTACK
1821,ATTACK
1822,ATTACK
1823,NORMAL
1824,NORMAL
1825,NORMAL
1826,NORMAL
1827,NORMAL
1828,NORMAL
1829,NORMAL
1830,NORMAL
1831,NORMAL
1832,NORMAL
1833,NORMAL
1834,NORMAL
1835,NORMAL
1836,NORMAL
1837,NORMAL
1838,NORMAL
1839,NORMAL
1840,NORMAL
1841,NORMAL
1842,NORMAL
1843,NORMAL
1844,NORMAL
1845,NORMAL
1846,NORMAL
1847,NORMAL
1848,NORMAL
1849,NORMAL
1850,NORMAL
1851,NORMAL
1852,NORMAL
1853,NORMAL
1854,NORMAL
1855,NORMAL
1856,NORMAL
1857,NORMAL
1858,NORMAL
1859,NORMAL
1860,NORMAL
1861,NORMAL
1862,NORMAL
1863,NORMAL
1864,NORMAL
1865,NORMAL
1866,NORMAL
1867,NORMAL
1868,NORMAL
1869,NORMAL
1870,NORMAL
1871,NORMAL
1872,NORMAL
1873,NORMAL
1874,NORMAL
